"ID_EXECUTION"|"INI_EXECUTION"|"END_EXECUTION"|"STATUS"|"DESCR_ERR"|"EMAIL_SENT"|"EMAIL_DATE"|"ENVIRONMENT"|"OUTPUT"|"ID_BOT"|"HOST_NAME"|"COUNT_EXEC"|"COUNTRY"|"EXTERNAL_ID"|"PROCESS_NAME"|"PROCESS_VERSION"|"FOLDER_NAME"|"CURRENT_USER"|"BOT_SOX"|"SYNCED_ULTRON"
958855|"22/03/2026 03:00:18"|"22/03/2026 03:00:48"|1|[NULL]|"1"|"22/03/2026 03:00:48"|"3"|[NULL]|153|EC2AMAZ-QDRLESV|7|||||||"0"|"1"
958853|"22/03/2026 02:31:05"|"22/03/2026 02:31:32"|1|[NULL]|"1"|"22/03/2026 02:31:32"|"3"|[NULL]|182|EC2AMAZ-EEDQ776|4|||||||"0"|"1"
958852|"22/03/2026 02:31:03"|"22/03/2026 02:33:56"|1|[NULL]|"1"|"22/03/2026 02:33:56"|"3"|[NULL]|276|EC2AMAZ-NLK1TA2|0|BR|a657096b-d39d-4c3b-bfab-90b94e7980b7|"276.CX.Estate.Blank.Zendesk.Emails"|"1.0.4"|CoE Ops - BR/Nubank/Ops PF|ssmwindows\AUTOMACAO.MOPERACOES|"0"|"1"
958850|"22/03/2026 02:30:20"|"22/03/2026 02:35:00"|1|[NULL]|"1"|"22/03/2026 02:35:00"|"3"|[NULL]|210|EC2AMAZ-9TPRIDL|3|BR|f1f3f39d-5f72-4449-a2f4-de4c3a70e270|"210.OMB.Tickets.Classification"|"1.0.68"|CoE Ops - BR/Nubank/CompSol||"0"|"1"
958849|"22/03/2026 02:30:18"|"22/03/2026 02:30:41"|1|[NULL]|"1"|"22/03/2026 02:30:41"|"3"|[NULL]|153|EC2AMAZ-QDRLESV|5|||||||"0"|"1"
958848|"22/03/2026 02:06:00"|"22/03/2026 02:06:27"|1|[NULL]|"1"|"22/03/2026 02:06:27"|"3"|[NULL]|182|EC2AMAZ-EEDQ776|4|||||||"0"|"1"
958847|"22/03/2026 02:05:10"|"22/03/2026 02:13:44"|1|[NULL]|"1"|"22/03/2026 02:13:44"|"3"|[NULL]|119|EC2AMAZ-9TPRIDL|8|BR|c3bf37a3-591b-47c7-9767-f4f07c1eede6|"119.CXC.Blank.Emails.Zendesk"|"1.0.34"|CoE Ops - BR/Nubank/Ops PF|ssmwindows\AUTOMACAO.MOPERACOES|"0"|"1"
958846|"22/03/2026 02:04:58"|"22/03/2026 02:05:51"|1|[NULL]|"1"|"22/03/2026 02:05:51"|"3"|[NULL]|210|EC2AMAZ-QDRLESV|0|BR|"70e389fc-5269-4359-b5d7-50c70937e9ba"|"210.OMB.Tickets.Classification.Shuffle"|"1.0.68"|CoE Ops - BR/Nubank/CompSol||"0"|"1"
958841|"22/03/2026 02:01:07"|"22/03/2026 02:04:42"|1|[NULL]|"1"|"22/03/2026 02:04:42"|"3"|[NULL]|276|EC2AMAZ-QDRLESV|1|BR|b06c1e6e-da16-43ea-b056-db6f9cfc3655|"276.CX.Estate.Blank.Zendesk.Emails"|"1.0.4"|CoE Ops - BR/Nubank/Ops PF|ssmwindows\AUTOMACAO.MOPERACOES|"0"|"1"
958840|"22/03/2026 02:00:41"|"22/03/2026 02:01:11"|1|[NULL]|"1"|"22/03/2026 02:01:11"|"3"|[NULL]|153|EC2AMAZ-NLK1TA2|13|||||||"0"|"1"
958839|"22/03/2026 02:00:38"|"22/03/2026 02:04:52"|1|[NULL]|"1"|"22/03/2026 02:04:52"|"3"|[NULL]|210|EC2AMAZ-9TPRIDL|4|BR|"668dc2e9-38cc-4e1c-b69a-cb037d5d2e20"|"210.OMB.Tickets.Classification"|"1.0.68"|CoE Ops - BR/Nubank/CompSol||"0"|"1"
958838|"22/03/2026 02:00:15"|"23/03/2026 05:40:56"|1|[NULL]|"1"|"23/03/2026 05:40:56"|"3"|[NULL]|235|EC2AMAZ-ERHGKPJ|3554|BR||||||"0"|"1"
958835|"22/03/2026 01:33:36"|"22/03/2026 12:21:25"|1|[NULL]|"1"|"22/03/2026 12:21:25"|"3"|[NULL]|156|EC2AMAZ-GC6B6R8|407|BR|a9fb0a33-4a28-4c0f-a7b2-9d3d3045bb69|"156.ROP.Executa.STA.Nubank"|"1.0.13"|CoE Ops - BR/Nubank/Jud Orders|ssmwindows\AUTOMACAO.MOPERACOES|"0"|"1"
958833|"22/03/2026 01:30:56"|"22/03/2026 01:33:44"|1|[NULL]|"1"|"22/03/2026 01:33:44"|"3"|[NULL]|276|EC2AMAZ-9TPRIDL|0|BR|aec9acd7-59d5-401b-b6c4-3fde9cc9dec9|"276.CX.Estate.Blank.Zendesk.Emails"|"1.0.4"|CoE Ops - BR/Nubank/Ops PF|ssmwindows\AUTOMACAO.MOPERACOES|"0"|"1"
958832|"22/03/2026 01:30:53"|"22/03/2026 01:31:22"|1|[NULL]|"1"|"22/03/2026 01:31:22"|"3"|[NULL]|182|EC2AMAZ-GC6B6R8|4|||||||"0"|"1"
958831|"22/03/2026 01:30:19"|"22/03/2026 01:36:13"|1|[NULL]|"1"|"22/03/2026 01:36:13"|"3"|[NULL]|210|EC2AMAZ-ERHGKPJ|6|BR|"448b07f0-2dc8-4004-bc53-271ef8296539"|"210.OMB.Tickets.Classification"|"1.0.68"|CoE Ops - BR/Nubank/CompSol||"0"|"1"
958830|"22/03/2026 01:30:16"|"22/03/2026 01:30:39"|1|[NULL]|"1"|"22/03/2026 01:30:39"|"3"|[NULL]|153|EC2AMAZ-9TPRIDL|7|||||||"0"|"1"
958828|"22/03/2026 01:10:06"|"22/03/2026 02:01:42"|1|[NULL]|"1"|"22/03/2026 02:01:42"|"3"|[NULL]|185|EC2AMAZ-EEDQ776|12|BR|"8d3ab75a-c285-44b8-b787-ce381f184c66"|"185.CX.Declaracao.Investments"|"1.0.37"|CoE Ops - BR/Nubank/Ops PF||"0"|"1"
958827|"22/03/2026 01:09:40"|"22/03/2026 01:10:32"|1|[NULL]|"1"|"22/03/2026 01:10:32"|"3"|[NULL]|179|EC2AMAZ-9TPRIDL|0|||||||"0"|"1"
958826|"22/03/2026 01:06:24"|"22/03/2026 01:07:52"|1|[NULL]|"1"|"22/03/2026 01:07:52"|"3"|[NULL]|210|EC2AMAZ-9TPRIDL|1|BR|"6ce9f1ae-d903-4096-af7f-9f37157e46d5"|"210.OMB.Tickets.Classification.Shuffle"|"1.0.68"|CoE Ops - BR/Nubank/CompSol||"0"|"1"
958821|"22/03/2026 01:02:06"|"22/03/2026 01:24:43"|1|[NULL]|"1"|"22/03/2026 01:24:43"|"3"|[NULL]|226|EC2AMAZ-GC6B6R8|23|BR||||||"0"|"1"
958820|"22/03/2026 01:01:27"|"22/03/2026 01:04:16"|1|[NULL]|"1"|"22/03/2026 01:04:16"|"3"|[NULL]|276|EC2AMAZ-9TPRIDL|0|BR|f38ee3da-f136-4ebf-be86-b108c5ee2149|"276.CX.Estate.Blank.Zendesk.Emails"|"1.0.4"|CoE Ops - BR/Nubank/Ops PF|ssmwindows\AUTOMACAO.MOPERACOES|"0"|"1"
958819|"22/03/2026 01:01:07"|"22/03/2026 01:01:38"|1|[NULL]|"1"|"22/03/2026 01:01:38"|"3"|[NULL]|182|EC2AMAZ-EEDQ776|4|||||||"0"|"1"
958818|"22/03/2026 01:00:55"|"22/03/2026 01:08:23"|1|[NULL]|"1"|"22/03/2026 01:08:23"|"3"|[NULL]|210|EC2AMAZ-ERHGKPJ|10|BR|"926f1a5f-aeca-47ba-a631-ce6361fa53dc"|"210.OMB.Tickets.Classification"|"1.0.68"|CoE Ops - BR/Nubank/CompSol||"0"|"1"
958817|"22/03/2026 01:00:52"|"22/03/2026 01:01:21"|1|[NULL]|"1"|"22/03/2026 01:01:21"|"3"|[NULL]|153|EC2AMAZ-GC6B6R8|9|||||||"0"|"1"
958816|"22/03/2026 01:00:23"|"22/03/2026 01:00:56"|1|[NULL]|"1"|"22/03/2026 01:00:56"|"3"|[NULL]|173|EC2AMAZ-9TPRIDL|0|BR|d7c7b560-27c7-4cc7-b2d0-ceea601f1d0c|"173.CX.Declaracao.Collections"|"1.0.21"|CoE Ops - BR/Nubank/Ops PF||"0"|"1"
958813|"22/03/2026 00:31:03"|"22/03/2026 00:31:32"|1|[NULL]|"1"|"22/03/2026 00:31:32"|"3"|[NULL]|182|EC2AMAZ-EEDQ776|4|||||||"0"|"1"
958811|"22/03/2026 00:30:55"|"22/03/2026 00:42:35"|1|[NULL]|"1"|"22/03/2026 00:42:35"|"3"|[NULL]|210|EC2AMAZ-GC6B6R8|11|BR|"73003133-1c1a-4a4e-bc98-a0b1d15db4a5"|"210.OMB.Tickets.Classification"|"1.0.68"|CoE Ops - BR/Nubank/CompSol||"0"|"1"
958810|"22/03/2026 00:30:38"|"22/03/2026 00:33:27"|1|[NULL]|"1"|"22/03/2026 00:33:27"|"3"|[NULL]|276|EC2AMAZ-9TPRIDL|0|BR|f801be23-e93e-477e-a748-64517f7d0375|"276.CX.Estate.Blank.Zendesk.Emails"|"1.0.4"|CoE Ops - BR/Nubank/Ops PF|ssmwindows\AUTOMACAO.MOPERACOES|"0"|"1"
958809|"22/03/2026 00:30:14"|"22/03/2026 00:30:45"|1|[NULL]|"1"|"22/03/2026 00:30:45"|"3"|[NULL]|153|EC2AMAZ-ERHGKPJ|16|||||||"0"|"1"
958808|"22/03/2026 00:10:40"|"22/03/2026 01:37:55"|1|[NULL]|"1"|"22/03/2026 01:37:55"|"3"|[NULL]|235|EC2AMAZ-QDRLESV|1151|BR||||||"0"|"1"
958807|"22/03/2026 00:04:09"|"22/03/2026 00:13:00"|1|[NULL]|"1"|"22/03/2026 00:13:00"|"3"|[NULL]|119|EC2AMAZ-GC6B6R8|10|BR|"00cffde7-43b7-4f0b-9dc3-3c084bc9642f"|"119.CXC.Blank.Emails.Zendesk"|"1.0.34"|CoE Ops - BR/Nubank/Ops PF|ssmwindows\AUTOMACAO.MOPERACOES|"0"|"1"
958805|"22/03/2026 00:02:27"|"22/03/2026 00:03:52"|1|[NULL]|"1"|"22/03/2026 00:03:52"|"3"|[NULL]|210|EC2AMAZ-9TPRIDL|2|BR|f9bc1be7-01a4-4002-9a7b-39832962c4f3|"210.OMB.Tickets.Classification.Shuffle"|"1.0.68"|CoE Ops - BR/Nubank/CompSol||"0"|"1"
958801|"22/03/2026 00:01:07"|"22/03/2026 00:01:37"|1|[NULL]|"1"|"22/03/2026 00:01:37"|"3"|[NULL]|153|EC2AMAZ-EEDQ776|15|||||||"0"|"1"
958800|"22/03/2026 00:00:55"|"22/03/2026 00:01:25"|1|[NULL]|"1"|"22/03/2026 00:01:25"|"3"|[NULL]|182|EC2AMAZ-GC6B6R8|4|||||||"0"|"1"
958799|"22/03/2026 00:00:51"|"22/03/2026 00:01:07"|1|[NULL]|"1"|"22/03/2026 00:01:07"|"3"|[NULL]|61|AWS-RPAP-003|0|BR|b6bffe80-01f8-4408-af44-a6503750a3fe|"061.ROP.Insumos.Quebra.Sigilo.v2"|"1.0.13"|CoE Ops - BR/Nuinvest/Jud Orders|DOMAIN_TITULO\AUTOMACAO.MOPERACOES|"0"|"1"
958798|"22/03/2026 00:00:46"|"22/03/2026 00:03:41"|1|[NULL]|"1"|"22/03/2026 00:03:41"|"3"|[NULL]|276|EC2AMAZ-QDRLESV|0|BR|d2065211-e8e9-4a42-afe4-aeb413b4e15e|"276.CX.Estate.Blank.Zendesk.Emails"|"1.0.4"|CoE Ops - BR/Nubank/Ops PF|ssmwindows\AUTOMACAO.MOPERACOES|"0"|"1"
958797|"22/03/2026 00:00:20"|"22/03/2026 00:09:22"|1|[NULL]|"1"|"22/03/2026 00:09:22"|"3"|[NULL]|210|EC2AMAZ-ERHGKPJ|12|BR|"7b9e1d3f-ff6f-489d-a178-986925381491"|"210.OMB.Tickets.Classification"|"1.0.68"|CoE Ops - BR/Nubank/CompSol||"0"|"1"
958793|"21/03/2026 23:31:12"|"21/03/2026 23:34:04"|1|[NULL]|"1"|"21/03/2026 23:34:04"|"3"|[NULL]|276|EC2AMAZ-GC6B6R8|0|BR|b06a696c-41ce-47e3-9d65-2f0e5437c866|"276.CX.Estate.Blank.Zendesk.Emails"|"1.0.4"|CoE Ops - BR/Nubank/Ops PF|ssmwindows\AUTOMACAO.MOPERACOES|"0"|"1"
958792|"21/03/2026 23:31:08"|"21/03/2026 23:41:05"|1|[NULL]|"1"|"21/03/2026 23:41:05"|"3"|[NULL]|210|EC2AMAZ-EEDQ776|10|BR|"13545e49-1583-41f7-9c3a-1cde3eda86e5"|"210.OMB.Tickets.Classification"|"1.0.68"|CoE Ops - BR/Nubank/CompSol||"0"|"1"
958790|"21/03/2026 23:30:19"|"21/03/2026 23:30:48"|1|[NULL]|"1"|"21/03/2026 23:30:48"|"3"|[NULL]|182|EC2AMAZ-QDRLESV|4|||||||"0"|"1"
958789|"21/03/2026 23:30:15"|"21/03/2026 23:30:56"|1|[NULL]|"1"|"21/03/2026 23:30:56"|"3"|[NULL]|153|EC2AMAZ-9TPRIDL|29|||||||"0"|"1"
958788|"21/03/2026 23:18:16"|"22/03/2026 01:57:17"|1|[NULL]|"0"||"3"|[NULL]|208|EC2AMAZ-NLK1TA2|15|BR|f755d6e9-0ce9-4908-8e0f-6ce21de244ec|"208.CX.Extrato.Rendimentos"|"1.0.31"|CoE Ops - BR/Nubank/Ops PF|ssmwindows\AUTOMACAO.MOPERACOES|"0"|"1"
958787|"21/03/2026 23:03:28"|"21/03/2026 23:05:48"|1|[NULL]|"1"|"21/03/2026 23:05:48"|"3"|[NULL]|210|EC2AMAZ-NLK1TA2|3|BR|b0b3eeec-d223-41d0-a3d9-c35b87b3c440|"210.OMB.Tickets.Classification.Shuffle"|"1.0.68"|CoE Ops - BR/Nubank/CompSol||"0"|"1"
958782|"21/03/2026 23:01:05"|"21/03/2026 23:01:46"|1|[NULL]|"1"|"21/03/2026 23:01:46"|"3"|[NULL]|153|EC2AMAZ-EEDQ776|28|||||||"0"|"1"
958781|"21/03/2026 23:00:59"|"21/03/2026 23:03:50"|1|[NULL]|"1"|"21/03/2026 23:03:50"|"3"|[NULL]|276|EC2AMAZ-9TPRIDL|0|BR|aed4c567-0b9e-406e-8009-8c3c81337487|"276.CX.Estate.Blank.Zendesk.Emails"|"1.0.4"|CoE Ops - BR/Nubank/Ops PF|ssmwindows\AUTOMACAO.MOPERACOES|"0"|"1"
958780|"21/03/2026 23:00:58"|"21/03/2026 23:13:43"|1|[NULL]|"1"|"21/03/2026 23:13:43"|"3"|[NULL]|210|EC2AMAZ-GC6B6R8|15|BR|"43f4b585-e3b5-4088-99e1-d97e318ca5c3"|"210.OMB.Tickets.Classification"|"1.0.68"|CoE Ops - BR/Nubank/CompSol||"0"|"1"
958779|"21/03/2026 23:00:41"|"22/03/2026 01:24:19"|6|Error ocurred: Janela Salvar Como não encontrada para o user [016636194-1]Error Source: System.Private.CoreLib|"1"|"22/03/2026 01:24:19"|"3"|[NULL]|130|AWS-RPAP-004|1|BR|"08c17ce7-f293-4f62-878c-3a8dcbaaa1fb"|"130.CX.Relatorios.Notas.VIRTUAL.SPB"|"1.1.1"|CoE Ops - BR/Nuinvest/Ops PF|DOMAIN_TITULO\AUTOMACAO.MOPERACOES|"0"|"1"
958778|"21/03/2026 23:00:21"|"21/03/2026 23:00:57"|1|[NULL]|"1"|"21/03/2026 23:00:57"|"3"|[NULL]|182|EC2AMAZ-QDRLESV|3|||||||"0"|"1"
958775|"21/03/2026 22:31:13"|"21/03/2026 22:36:13"|1|[NULL]|"1"|"21/03/2026 22:36:13"|"3"|[NULL]|276|EC2AMAZ-GC6B6R8|3|BR|c22800db-7ed3-44b6-aef5-83ebf207c4c0|"276.CX.Estate.Blank.Zendesk.Emails"|"1.0.4"|CoE Ops - BR/Nubank/Ops PF|ssmwindows\AUTOMACAO.MOPERACOES|"0"|"1"
958774|"21/03/2026 22:31:07"|"21/03/2026 22:44:47"|1|[NULL]|"1"|"21/03/2026 22:44:47"|"3"|[NULL]|210|EC2AMAZ-EEDQ776|13|BR|d70e8ac4-a7a0-44ec-ae9d-2a1e852a3743|"210.OMB.Tickets.Classification"|"1.0.68"|CoE Ops - BR/Nubank/CompSol||"0"|"1"
958772|"21/03/2026 22:30:40"|"21/03/2026 22:31:21"|1|[NULL]|"1"|"21/03/2026 22:31:21"|"3"|[NULL]|153|EC2AMAZ-NLK1TA2|29|||||||"0"|"1"
958771|"21/03/2026 22:30:17"|"21/03/2026 22:30:51"|1|[NULL]|"1"|"21/03/2026 22:30:51"|"3"|[NULL]|182|EC2AMAZ-9TPRIDL|4|||||||"0"|"1"
958770|"21/03/2026 22:04:23"|"21/03/2026 22:12:37"|1|[NULL]|"1"|"21/03/2026 22:12:37"|"3"|[NULL]|119|EC2AMAZ-QDRLESV|21|BR|bbafc97e-eadb-42ca-9aca-ed0cd0981861|"119.CXC.Blank.Emails.Zendesk"|"1.0.34"|CoE Ops - BR/Nubank/Ops PF|ssmwindows\AUTOMACAO.MOPERACOES|"0"|"1"
958768|"21/03/2026 22:03:33"|"21/03/2026 22:06:59"|1|[NULL]|"1"|"21/03/2026 22:06:59"|"3"|[NULL]|210|EC2AMAZ-NLK1TA2|6|BR|"6270ea43-9840-4488-aa84-d454ada3e6d0"|"210.OMB.Tickets.Classification.Shuffle"|"1.0.68"|CoE Ops - BR/Nubank/CompSol||"0"|"1"
958764|"21/03/2026 22:01:15"|"21/03/2026 22:04:05"|1|[NULL]|"1"|"21/03/2026 22:04:05"|"3"|[NULL]|276|EC2AMAZ-QDRLESV|0|BR|e9661744-8e37-48bb-ac67-08a433c766b3|"276.CX.Estate.Blank.Zendesk.Emails"|"1.0.4"|CoE Ops - BR/Nubank/Ops PF|ssmwindows\AUTOMACAO.MOPERACOES|"0"|"1"
958762|"21/03/2026 22:00:59"|"21/03/2026 22:13:29"|1|[NULL]|"1"|"21/03/2026 22:13:29"|"3"|[NULL]|210|EC2AMAZ-GC6B6R8|13|BR|"2f62172c-bc3c-47f6-9e1a-0a43a23eca7f"|"210.OMB.Tickets.Classification"|"1.0.68"|CoE Ops - BR/Nubank/CompSol||"0"|"1"
958760|"21/03/2026 22:00:18"|"21/03/2026 22:00:57"|1|[NULL]|"1"|"21/03/2026 22:00:57"|"3"|[NULL]|153|EC2AMAZ-QDRLESV|24|||||||"0"|"1"
958759|"21/03/2026 22:00:17"|"21/03/2026 22:00:48"|1|[NULL]|"1"|"21/03/2026 22:00:48"|"3"|[NULL]|182|EC2AMAZ-9TPRIDL|3|||||||"0"|"1"
958758|"21/03/2026 21:31:24"|"21/03/2026 21:34:14"|1|[NULL]|"1"|"21/03/2026 21:34:14"|"3"|[NULL]|276|EC2AMAZ-EEDQ776|0|BR|"5812893c-6694-4c15-b2b1-6770558b81c1"|"276.CX.Estate.Blank.Zendesk.Emails"|"1.0.4"|CoE Ops - BR/Nubank/Ops PF|ssmwindows\AUTOMACAO.MOPERACOES|"0"|"1"
958756|"21/03/2026 21:30:40"|"21/03/2026 21:31:26"|1|[NULL]|"1"|"21/03/2026 21:31:26"|"3"|[NULL]|153|EC2AMAZ-NLK1TA2|38|||||||"0"|"1"
958755|"21/03/2026 21:30:20"|"21/03/2026 21:43:22"|1|[NULL]|"1"|"21/03/2026 21:43:22"|"3"|[NULL]|210|EC2AMAZ-9TPRIDL|16|BR|"75209536-6df4-4321-8888-25225567b296"|"210.OMB.Tickets.Classification"|"1.0.68"|CoE Ops - BR/Nubank/CompSol||"0"|"1"
958754|"21/03/2026 21:30:19"|"21/03/2026 21:30:50"|1|[NULL]|"1"|"21/03/2026 21:30:50"|"3"|[NULL]|182|EC2AMAZ-QDRLESV|3|||||||"0"|"1"
958753|"21/03/2026 21:04:50"|"21/03/2026 21:09:32"|1|[NULL]|"1"|"21/03/2026 21:09:32"|"3"|[NULL]|210|EC2AMAZ-EEDQ776|7|BR|db343d0d-7f1b-4367-9a74-0311d651f046|"210.OMB.Tickets.Classification.Shuffle"|"1.0.68"|CoE Ops - BR/Nubank/CompSol||"0"|"1"
958748|"21/03/2026 21:01:21"|"21/03/2026 21:08:34"|1|[NULL]|"1"|"21/03/2026 21:08:34"|"3"|[NULL]|276|EC2AMAZ-QDRLESV|6|BR|"32b54166-7823-4b2a-a8ff-a08a84ad9237"|"276.CX.Estate.Blank.Zendesk.Emails"|"1.0.4"|CoE Ops - BR/Nubank/Ops PF|ssmwindows\AUTOMACAO.MOPERACOES|"0"|"1"
958747|"21/03/2026 21:01:06"|"21/03/2026 21:01:49"|1|[NULL]|"1"|"21/03/2026 21:01:49"|"3"|[NULL]|182|EC2AMAZ-EEDQ776|4|||||||"0"|"1"
958746|"21/03/2026 21:00:40"|"21/03/2026 21:13:50"|1|[NULL]|"1"|"21/03/2026 21:13:50"|"3"|[NULL]|210|EC2AMAZ-9TPRIDL|15|BR|af2f38fc-1acf-48c6-834a-19b9869ccd85|"210.OMB.Tickets.Classification"|"1.0.68"|CoE Ops - BR/Nubank/CompSol||"0"|"1"
958744|"21/03/2026 21:00:18"|"21/03/2026 21:01:05"|1|[NULL]|"1"|"21/03/2026 21:01:05"|"3"|[NULL]|153|EC2AMAZ-QDRLESV|33|||||||"0"|"1"
958741|"21/03/2026 20:31:04"|"21/03/2026 20:31:31"|1|[NULL]|"1"|"21/03/2026 20:31:31"|"3"|[NULL]|182|EC2AMAZ-EEDQ776|4|||||||"0"|"1"
958740|"21/03/2026 20:31:03"|"21/03/2026 20:33:45"|1|[NULL]|"1"|"21/03/2026 20:33:45"|"3"|[NULL]|276|EC2AMAZ-NLK1TA2|0|BR|"5e4c9036-4b57-48ac-9e49-f0b07e6b167c"|"276.CX.Estate.Blank.Zendesk.Emails"|"1.0.4"|CoE Ops - BR/Nubank/Ops PF|ssmwindows\AUTOMACAO.MOPERACOES|"0"|"1"
958739|"21/03/2026 20:30:22"|"21/03/2026 20:44:39"|1|[NULL]|"1"|"21/03/2026 20:44:39"|"3"|[NULL]|210|EC2AMAZ-QDRLESV|19|BR|ba8b4125-1a3e-4977-bd5d-9855eaeed7e6|"210.OMB.Tickets.Classification"|"1.0.68"|CoE Ops - BR/Nubank/CompSol||"0"|"1"
958738|"21/03/2026 20:30:15"|"21/03/2026 20:31:08"|1|[NULL]|"1"|"21/03/2026 20:31:08"|"3"|[NULL]|153|EC2AMAZ-9TPRIDL|42|||||||"0"|"1"
958737|"21/03/2026 20:06:04"|"21/03/2026 20:13:24"|1|[NULL]|"1"|"21/03/2026 20:13:24"|"3"|[NULL]|119|EC2AMAZ-9TPRIDL|6|BR|ba743d56-d5b9-4244-895d-015b57e968f9|"119.CXC.Blank.Emails.Zendesk"|"1.0.34"|CoE Ops - BR/Nubank/Ops PF|ssmwindows\AUTOMACAO.MOPERACOES|"0"|"1"
958736|"21/03/2026 20:05:31"|"21/03/2026 20:10:00"|1|[NULL]|"1"|"21/03/2026 20:10:00"|"3"|[NULL]|210|EC2AMAZ-NLK1TA2|8|BR|f6b2f92e-b7dc-4986-becf-c95347a8105c|"210.OMB.Tickets.Classification.Shuffle"|"1.0.68"|CoE Ops - BR/Nubank/CompSol||"0"|"1"
958730|"21/03/2026 20:01:18"|"21/03/2026 20:04:00"|1|[NULL]|"1"|"21/03/2026 20:04:00"|"3"|[NULL]|276|EC2AMAZ-9TPRIDL|0|BR|a7b88044-5543-4793-a697-0a321c69ca9b|"276.CX.Estate.Blank.Zendesk.Emails"|"1.0.4"|CoE Ops - BR/Nubank/Ops PF|ssmwindows\AUTOMACAO.MOPERACOES|"0"|"1"
958729|"21/03/2026 20:01:06"|"21/03/2026 20:01:35"|1|[NULL]|"1"|"21/03/2026 20:01:35"|"3"|[NULL]|182|EC2AMAZ-EEDQ776|3|||||||"0"|"1"
958728|"21/03/2026 20:00:43"|"21/03/2026 20:13:28"|1|[NULL]|"1"|"21/03/2026 20:13:28"|"3"|[NULL]|210|EC2AMAZ-QDRLESV|14|BR|aa9b951b-6e73-40bb-b16a-58e90a20320a|"210.OMB.Tickets.Classification"|"1.0.68"|CoE Ops - BR/Nubank/CompSol||"0"|"1"
958726|"21/03/2026 20:00:15"|"21/03/2026 20:01:04"|1|[NULL]|"1"|"21/03/2026 20:01:04"|"3"|[NULL]|153|EC2AMAZ-9TPRIDL|36|||||||"0"|"1"
958723|"21/03/2026 19:31:03"|"21/03/2026 19:31:35"|1|[NULL]|"1"|"21/03/2026 19:31:35"|"3"|[NULL]|182|EC2AMAZ-EEDQ776|3|||||||"0"|"1"
958722|"21/03/2026 19:30:45"|"21/03/2026 19:42:36"|1|[NULL]|"1"|"21/03/2026 19:42:36"|"3"|[NULL]|210|EC2AMAZ-NLK1TA2|17|BR|baf3c840-2160-471d-9f1d-2bb7dabe49d1|"210.OMB.Tickets.Classification"|"1.0.68"|CoE Ops - BR/Nubank/CompSol||"0"|"1"
958721|"21/03/2026 19:30:37"|"21/03/2026 19:33:17"|1|[NULL]|"1"|"21/03/2026 19:33:17"|"3"|[NULL]|276|EC2AMAZ-9TPRIDL|0|BR|e16fab84-3284-4068-acb3-7417348f702d|"276.CX.Estate.Blank.Zendesk.Emails"|"1.0.4"|CoE Ops - BR/Nubank/Ops PF|ssmwindows\AUTOMACAO.MOPERACOES|"0"|"1"
958720|"21/03/2026 19:30:18"|"21/03/2026 19:31:30"|1|[NULL]|"1"|"21/03/2026 19:31:30"|"3"|[NULL]|153|EC2AMAZ-QDRLESV|63|||||||"0"|"1"
958719|"21/03/2026 19:05:39"|"21/03/2026 19:05:58"|1|[NULL]|"0"||"3"|[NULL]|199|EC2AMAZ-9TPRIDL|4|BR||||||"0"|"1"
958717|"21/03/2026 19:05:09"|"21/03/2026 19:08:02"|1|[NULL]|"1"|"21/03/2026 19:08:02"|"3"|[NULL]|210|EC2AMAZ-NLK1TA2|4|BR|"482ca7bb-cf2e-4bc8-8305-9a2709087655"|"210.OMB.Tickets.Classification.Shuffle"|"1.0.68"|CoE Ops - BR/Nubank/CompSol||"0"|"1"
958713|"21/03/2026 19:02:17"|"21/03/2026 19:02:52"|1|[NULL]|"1"|"21/03/2026 19:02:52"|"3"|[NULL]|213|EC2AMAZ-EEDQ776|0|||||||"0"|"1"
958712|"21/03/2026 19:01:19"|"21/03/2026 19:05:23"|1|[NULL]|"1"|"21/03/2026 19:05:23"|"3"|[NULL]|276|EC2AMAZ-9TPRIDL|2|BR|e6e2193f-2c9d-4d8e-8b99-51dfd5f9a3f6|"276.CX.Estate.Blank.Zendesk.Emails"|"1.0.4"|CoE Ops - BR/Nubank/Ops PF|ssmwindows\AUTOMACAO.MOPERACOES|"0"|"1"
958709|"21/03/2026 19:00:46"|"21/03/2026 19:14:41"|1|[NULL]|"1"|"21/03/2026 19:14:41"|"3"|[NULL]|210|EC2AMAZ-QDRLESV|14|BR|"865f5ed8-bde3-4372-b77b-d8d91c4b74e3"|"210.OMB.Tickets.Classification"|"1.0.68"|CoE Ops - BR/Nubank/CompSol||"0"|"1"
958708|"21/03/2026 19:00:40"|"21/03/2026 19:01:41"|1|[NULL]|"1"|"21/03/2026 19:01:41"|"3"|[NULL]|153|EC2AMAZ-NLK1TA2|54|||||||"0"|"1"
958707|"21/03/2026 19:00:17"|"21/03/2026 19:00:46"|1|[NULL]|"1"|"21/03/2026 19:00:46"|"3"|[NULL]|182|EC2AMAZ-9TPRIDL|3|||||||"0"|"1"
958705|"21/03/2026 18:31:26"|"21/03/2026 18:35:33"|1|[NULL]|"1"|"21/03/2026 18:35:33"|"3"|[NULL]|276|EC2AMAZ-EEDQ776|2|BR|"6a25a59d-72e7-42bc-845b-8d4021cdc1d7"|"276.CX.Estate.Blank.Zendesk.Emails"|"1.0.4"|CoE Ops - BR/Nubank/Ops PF|ssmwindows\AUTOMACAO.MOPERACOES|"0"|"1"
